SerialNumber,ID,PosX,PosY,PosZ,RotX,RotY,RotZ,残りHP,討伐済み
11192,sphere,-608.651489,619.155579,-1570.866821,0,0,0,100,
11193,enban,-608.651489,624.843445,-1696.237671,0,0,0,100,
11194,enban,-608.651489,629.689331,-1683.352539,0,0,0,100,
11195,hankyu,-608.651489,632.290405,-1140.681885,0,0,0,100,
11196,enchu,-608.651489,658.315308,-794.092651,0,0,0,100,
11197,hankyu,-607.634277,61.529613,2325.572510,0,0,0,100,
11198,hanen,-607.634277,106.004852,33.905815,0,0,0,100,
11199,ghost,-607.634277,442.731384,-382.760864,0,0,0,100,
11200,sphere,-607.634277,513.162476,-521.649780,0,0,0,100,
11201,cube,-607.634277,542.506287,-1438.963135,0,0,0,100,
11202,enchu,-607.634277,581.338745,-1771.649658,0,0,0,100,
11203,sphere,-607.634277,582.875122,-1508.407471,0,0,0,100,
11204,smallCube,-607.634155,61.529358,2128.541992,0,0,0,100,
11205,hanen,-607.634155,86.312904,59.744041,0,0,0,100,
11206,hanen,-607.634155,237.053101,-2093.033691,0,0,0,100,
11207,smallCube,-607.634155,399.125977,-1954.144897,0,0,0,100,
11208,bigCube,-607.634155,476.476746,-1884.700562,0,0,0,100,
11209,cube,-607.634155,500.436401,-495.811523,0,0,0,100,
11210,cube,-607.634155,536.290527,-1413.125122,0,0,0,100,
11211,cube,-607.634155,564.542603,-1482.569458,0,0,0,100,
11212,orangeCube,-607.634155,574.331238,-1259.700439,0,0,0,100,
11213,sphere,-607.634155,608.484009,-1552.013916,0,0,0,100,
11214,enban,-607.634155,631.641663,-1676.367432,0,0,0,100,
11215,hankyu,-607.634155,640.988708,-1120.811646,0,0,0,100,
11216,smallCube,-607.634155,687.803223,-981.922607,0,0,0,100,
11217,hanen,-606.300476,60.851357,97.472824,0,0,0,100,
11218,hankyu,-606.300476,67.625595,2319.695068,0,0,0,100,
11219,smallCube,-606.300476,102.355499,2164.937012,0,0,0,100,
11220,hanen,-606.300476,110.628799,28.028355,0,0,0,100,
11221,hankyu,-606.300476,127.126465,-2194.193848,0,0,0,100,
11222,hanen,-606.300476,169.620026,-41.416103,0,0,0,100,
11223,hankyu,-606.300476,200.633804,-2124.749512,0,0,0,100,
11224,hanen,-606.300476,327.169189,-2016.377930,0,0,0,100,
11225,orangeCube,-606.300476,354.861450,-249.749481,0,0,0,100,
11226,smallCube,-606.300476,362.388641,-1985.860352,0,0,0,100,
11227,orangeCube,-606.300476,377.835571,-280.267059,0,0,0,100,
11228,ghost,-606.300476,404.225067,-319.193909,0,0,0,100,
11229,cube,-606.300476,462.841644,-419.155945,0,0,0,100,
11230,cube,-606.300476,483.396179,-458.082794,0,0,0,100,
11231,sphere,-606.300476,516.232300,-527.527222,0,0,0,100,
11232,cube,-606.300476,534.150391,-1407.247559,0,0,0,100,
11233,sphere,-606.300476,535.613708,-573.914001,0,0,0,100,
11234,ghost,-606.300476,536.580933,-1360.860596,0,0,0,100,
11235,ghost,-606.300476,545.560547,-1321.933838,0,0,0,100,
11236,bigCube,-606.300476,553.195190,-1808.044800,0,0,0,100,
11237,orangeCube,-606.300476,558.598999,-1291.416260,0,0,0,100,
11238,enban,-606.300476,633.469116,-1669.156250,0,0,0,100,
11239,hankyu,-606.300476,643.875366,-1113.600342,0,0,0,100,
11240,bigCube,-606.300476,670.850098,-821.174194,0,0,0,100,
11241,smallCube,-606.300476,689.185852,-974.711426,0,0,0,100,
11242,orangeCube,-606.255249,111.701286,-2209.429932,0,0,0,100,
11243,hanen,-606.255249,130.317093,2235.014404,0,0,0,100,
11244,hanen,-606.255249,183.846100,-56.652290,0,0,0,100,
11245,hanen,-606.255249,262.915314,-2070.541016,0,0,0,100,
11246,cube,-606.255249,490.355072,-473.318970,0,0,0,100,
11247,bigCube,-606.255249,499.203583,-1862.208008,0,0,0,100,
11248,cube,-606.255249,549.755798,-1461.455688,0,0,0,100,
11249,enban,-606.255249,564.137817,-628.122253,0,0,0,100,
11250,orangeCube,-606.255249,585.021301,-1237.207886,0,0,0,100,
11251,sphere,-606.255249,596.406372,-1530.900146,0,0,0,100,
11252,bigCube,-606.255249,676.621704,-836.455566,0,0,0,100,
11253,orangeCube,-604.808472,61.147495,-2269.470703,0,0,0,100,
11254,smallCube,-604.808472,73.786362,2140.251709,0,0,0,100,
11255,hankyu,-604.808472,73.786667,2313.862793,0,0,0,100,
11256,hanen,-604.808472,125.402786,2244.418213,0,0,0,100,
11257,hankyu,-604.808472,257.908997,-134.053925,0,0,0,100,
11258,hanen,-604.808472,273.825836,-2061.137207,0,0,0,100,
11259,hanen,-604.808472,335.732117,-2009.053711,0,0,0,100,
11260,orangeCube,-604.808472,373.567352,-272.942841,0,0,0,100,
11261,ghost,-604.808472,450.946075,-394.470642,0,0,0,100,
11262,orangeCube,-604.808472,589.463684,-1227.803955,0,0,0,100,
11263,enban,-604.808472,630.098572,-1609.748535,0,0,0,100,
11264,hankyu,-604.808472,646.768860,-1106.276123,0,0,0,100,
11265,bigCube,-604.808472,692.778809,-897.942749,0,0,0,100,
11266,orangeCube,-603.271362,82.949081,-2242.660645,0,0,0,100,
11267,smallCube,-603.271362,114.856476,2182.885986,0,0,0,100,
11268,hankyu,-603.271362,148.347549,-2173.216064,0,0,0,100,
11269,hanen,-603.271362,305.545532,-2034.327026,0,0,0,100,
11270,orangeCube,-603.271362,340.136658,-228.771454,0,0,0,100,
11271,bigCube,-603.271362,463.385223,-1895.438354,0,0,0,100,
11272,bigCube,-603.271362,533.529175,-1825.993896,0,0,0,100,
11273,orangeCube,-603.271362,567.580200,-1270.438232,0,0,0,100,
11274,orangeCube,-603.271362,601.952087,-1200.993774,0,0,0,100,
11275,bigCube,-603.271362,660.781921,-803.225342,0,0,0,100,
11276,smallCube,-602.457520,45.192146,124.011833,0,0,0,100,
11277,smallCube,-602.457520,46.655708,2107.880371,0,0,0,100,
11278,smallCube,-602.457520,51.379074,113.703667,0,0,0,100,
11279,orangeCube,-602.457520,87.447922,-2237.099609,0,0,0,100,
11280,hanen,-602.457520,90.819366,54.567356,0,0,0,100,
11281,hankyu,-602.457520,143.450577,-2177.963135,0,0,0,100,
11282,hanen,-602.457520,211.137939,-84.321571,0,0,0,100,
11283,smallCube,-602.457520,380.687195,-1969.629761,0,0,0,100,
11284,ghost,-602.457520,438.468414,-372.407532,0,0,0,100,
11285,sphere,-602.457520,503.665344,-500.988220,0,0,0,100,
11286,sphere,-602.457520,508.742432,-511.296387,0,0,0,100,
11287,cube,-602.457520,535.962769,-1423.478516,0,0,0,100,
11288,cube,-602.457520,538.442566,-1433.786621,0,0,0,100,
11289,ghost,-602.457520,541.254761,-1334.321655,0,0,0,100,
11290,orangeCube,-602.457520,565.001648,-1275.185425,0,0,0,100,
11291,enban,-602.457520,626.261841,-1681.543945,0,0,0,100,
11292,hankyu,-602.457520,637.198853,-1125.988281,0,0,0,100,
11293,hanen,-602.457520,665.294434,-1056.543823,0,0,0,100,
11294,bigCube,-602.457520,683.708923,-867.922546,0,0,0,100,
11295,smallCube,-602.457520,684.780396,-987.099243,0,0,0,100,
11296,smallCube,-602.457520,690.503113,-927.963074,0,0,0,100,
11297,smallCube,-600.649109,60.881577,2122.573975,0,0,0,100,
11298,hankyu,-600.649109,60.881950,2331.540283,0,0,0,100,
11299,orangeCube,-600.649109,92.416466,-2230.905518,0,0,0,100,
11300,hanen,-600.649109,102.213799,39.873703,0,0,0,100,
11301,hanen,-600.649109,160.404510,-29.570763,0,0,0,100,
11302,hanen,-600.649109,225.265884,-99.015228,0,0,0,100,
11303,ghost,-600.649109,429.155273,-355.905396,0,0,0,100,
11304,cube,-600.649109,467.633972,-425.349884,0,0,0,100,
11305,cube,-600.649109,500.851929,-494.794250,0,0,0,100,
11306,bigCube,-600.649109,523.074219,-1835.126465,0,0,0,100,
11307,ghost,-600.649109,537.183777,-1349.015381,0,0,0,100,
11308,orangeCube,-600.649109,562.234680,-1279.570923,0,0,0,100,
11309,enban,-600.649109,578.289429,-655.203857,0,0,0,100,
11310,orangeCube,-600.649109,596.691467,-1210.126465,0,0,0,100,
11311,sphere,-600.649109,606.798523,-1557.981689,0,0,0,100,
11312,sphere,-600.649109,617.840698,-1578.869385,0,0,0,100,
11313,enban,-600.649109,619.536560,-1696.237671,0,0,0,100,
11314,enchu,-600.649109,655.244263,-794.092651,0,0,0,100,
11315,hanen,-600.649109,680.464966,-1001.792969,0,0,0,100,
11316,smallCube,-600.649109,685.748657,-980.905334,0,0,0,100,
11317,bigCube,-599.021484,47.495346,120.575775,0,0,0,100,
11318,smallCube,-599.021484,93.810547,51.131298,0,0,0,100,
11319,hanen,-599.021484,150.247803,-2171.091309,0,0,0,100,
11320,hanen,-599.021484,280.688232,-157.202072,0,0,0,100,
11321,ghost,-599.021484,473.157166,-434.979919,0,0,0,100,
11322,hankyu,-599.021484,567.053650,-1268.313354,0,0,0,100,
11323,hanen,-599.021484,601.621094,-1198.868896,0,0,0,100,
11324,enchu,-599.021484,660.205322,-805.350281,0,0,0,100,
11325,smallCube,-599.021484,662.953491,-1059.979980,0,0,0,100,
11326,hankyu,-598.976257,59.775608,-2270.962646,0,0,0,100,
11327,hanen,-598.976257,97.286758,2150.288574,0,0,0,100,
11328,hankyu,-598.976257,142.790848,2219.732910,0,0,0,100,
11329,smallCube,-598.976257,186.754883,-57.285248,0,0,0,100,
11330,hanen,-598.976257,191.784775,-2132.073730,0,0,0,100,
11331,hanen,-598.976257,244.160202,-118.184784,0,0,0,100,
11332,hanen,-598.976257,252.837540,-126.729706,0,0,0,100,
11333,smallCube,-598.976257,271.613251,-2062.629150,0,0,0,100,
11334,hanen,-598.976257,315.871643,-196.174133,0,0,0,100,
11335,bigCube,-598.976257,353.238647,-1993.184570,0,0,0,100,
11336,hankyu,-598.976257,370.574738,-265.618622,0,0,0,100,
11337,orangeCube,-598.976257,412.053467,-326.518127,0,0,0,100,
11338,bigCube,-598.976257,431.211426,-1923.740479,0,0,0,100,
11339,ghost,-598.976257,488.224701,-465.407013,0,0,0,100,
11340,cube,-598.976257,522.626404,-543.396362,0,0,0,100,
11341,orangeCube,-598.976257,548.103027,-1307.285278,0,0,0,100,
11342,sphere,-598.976257,562.780273,-627.489319,0,0,0,100,
11343,enban,-598.976257,567.399780,-1784.851318,0,0,0,100,
11344,cube,-598.976257,591.067078,-1530.267334,0,0,0,100,
11345,cube,-598.976257,595.541748,-1538.812256,0,0,0,100,
11346,enban,-598.976257,606.866882,-705.478577,0,0,0,100,
11347,smallCube,-598.976257,651.150574,-1090.406982,0,0,0,100,
11348,orangeCube,-598.478943,66.291489,2327.064453,0,0,0,100,
11349,smallCube,-598.478943,81.464981,67.407341,0,0,0,100,
11350,hankyu,-598.478943,97.736908,-2224.259277,0,0,0,100,
11351,hankyu,-598.478943,127.680290,2257.619873,0,0,0,100,
11352,smallCube,-598.478943,136.944992,-2.037117,0,0,0,100,
11353,hanen,-598.478943,166.826706,-2154.814941,0,0,0,100,
11354,hanen,-598.478943,294.795227,-172.935562,0,0,0,100,
11355,bigCube,-598.478943,370.022614,-1978.491089,0,0,0,100,
11356,hankyu,-598.478943,381.183258,-279.814941,0,0,0,100,
11357,orangeCube,-598.478943,402.883331,-311.824463,0,0,0,100,
11358,bigCube,-598.478943,406.950989,-1946.481689,0,0,0,100,
11359,bigCube,-598.478943,446.952942,-1909.046875,0,0,0,100,
11360,ghost,-598.478943,464.709015,-418.703857,0,0,0,100,
11361,ghost,-598.478943,559.302490,-1484.061279,0,0,0,100,
11362,enban,-598.478943,577.268188,-1770.157715,0,0,0,100,
11363,cube,-598.478943,602.928467,-1553.505859,0,0,0,100,
11364,hanen,-598.478943,609.327576,-1182.592773,0,0,0,100,
11365,sphere,-598.478943,628.452148,-1668.704102,0,0,0,100,
11366,enban,-598.478943,652.190552,-789.616760,0,0,0,100,
11367,enchu,-598.478943,668.072754,-821.626282,0,0,0,100,
11368,enchu,-598.478943,679.767334,-859.061157,0,0,0,100,
11369,hankyu,-596.896545,123.402451,2271.228516,0,0,0,100,
11370,smallCube,-596.896545,218.012054,-89.882553,0,0,0,100,
11371,hanen,-596.896545,223.905792,-2103.771484,0,0,0,100,
11372,bigCube,-596.896545,385.546814,-1964.882690,0,0,0,100,
11373,hankyu,-596.896545,390.075409,-291.841125,0,0,0,100,
11374,enchu,-596.896545,469.216553,-1889.063599,0,0,0,100,
11375,enchu,-596.896545,530.884033,-1825.993896,0,0,0,100,
11376,ghost,-596.896545,534.077148,-1428.225708,0,0,0,100,
11377,ghost,-596.896545,535.610718,-1434.600464,0,0,0,100,
11378,hankyu,-596.896545,565.258057,-1270.438232,0,0,0,100,
11379,ghost,-596.896545,567.869263,-1497.670044,0,0,0,100,
11380,hanen,-596.896545,602.998718,-1194.618896,0,0,0,100,
11381,cube,-596.896545,609.026123,-1567.114380,0,0,0,100,
11382,enchu,-596.896545,682.859497,-872.669739,0,0,0,100,
11383,bigCube,-596.896545,683.145752,-986.285400,0,0,0,100,
11384,hankyu,-596.127930,46.999290,-2286.831787,0,0,0,100,
11385,smallCube,-596.127930,131.426117,4.834991,0,0,0,100,
11386,hankyu,-596.127930,132.957962,2201.015625,0,0,0,100,
11387,hanen,-596.127930,173.692535,-2147.942871,0,0,0,100,
11388,smallCube,-596.127930,194.926849,-64.609467,0,0,0,100,
11389,hanen,-596.127930,203.086853,-2121.901367,0,0,0,100,
11390,hanen,-596.127930,234.985657,-108.012253,0,0,0,100,
11391,smallCube,-596.127930,283.313538,-2052.456543,0,0,0,100,
11392,hankyu,-596.127930,377.622864,-272.942841,0,0,0,100,
11393,bigCube,-596.127930,441.329437,-1913.567871,0,0,0,100,
11394,orangeCube,-596.127930,449.068542,-385.790039,0,0,0,100,
11395,ghost,-596.127930,461.713379,-411.831726,0,0,0,100,
11396,enchu,-596.127930,490.428833,-1870.165161,0,0,0,100,
11397,ghost,-596.127930,529.297241,-1410.095825,0,0,0,100,
11398,orangeCube,-596.127930,543.416748,-1314.609619,0,0,0,100,
11399,ghost,-596.127930,554.477295,-1479.540161,0,0,0,100,
11400,sphere,-596.127930,558.705322,-620.165100,0,0,0,100,
11401,hankyu,-596.127930,577.127319,-1245.165039,0,0,0,100,
11402,cube,-596.127930,585.272034,-1522.943115,0,0,0,100,
11403,hankyu,-596.127930,590.888794,-1219.123413,0,0,0,100,
11404,enban,-596.127930,613.154724,-1705.234619,0,0,0,100,
11405,sphere,-596.127930,625.197876,-1618.429199,0,0,0,100,
11406,enban,-596.127930,649.045166,-785.095581,0,0,0,100,
11407,enchu,-596.127930,670.580261,-828.498413,0,0,0,100,
11408,hankyu,-593.991821,39.991100,-2299.920410,0,0,0,100,
11409,hanen,-593.991821,59.785545,2116.346191,0,0,0,100,
11410,hankyu,-593.991821,387.494019,-286.031494,0,0,0,100,
11411,orangeCube,-593.991821,431.496857,-355.475922,0,0,0,100,
11412,ghost,-593.991821,469.199768,-424.920349,0,0,0,100,
11413,orangeCube,-593.991821,539.592468,-1327.698242,0,0,0,100,
11414,enchu,-593.991821,542.175537,-1813.809326,0,0,0,100,
11415,hankyu,-593.991821,570.057251,-1258.253662,0,0,0,100,
11416,sphere,-593.991821,580.412231,-661.431641,0,0,0,100,
11417,enchu,-593.991821,655.779480,-800.320557,0,0,0,100,
11418,bigCube,-593.991821,683.653931,-980.475769,0,0,0,100,
11419,smallCube,-593.991699,156.244583,-23.342915,0,0,0,100,
11420,bigCube,-593.991699,381.873291,-1967.787476,0,0,0,100,
11421,ghost,-593.991699,477.167328,-440.009613,0,0,0,100,
11422,cube,-593.991699,508.945892,-509.454010,0,0,0,100,
11423,sphere,-593.991699,617.463806,-1690.009888,0,0,0,100,
11424,hanen,-593.991699,631.001038,-1134.454102,0,0,0,100,
11425,bigCube,-593.991699,679.837036,-995.565063,0,0,0,100,
11426,hankyu,-593.098816,58.528862,-2272.296387,0,0,0,100,
11427,hanen,-593.098816,93.899178,2143.077148,0,0,0,100,
11428,orangeCube,-593.098816,93.899429,2311.037109,0,0,0,100,
11429,smallCube,-593.098816,119.784912,19.370405,0,0,0,100,
11430,hanen,-593.098816,189.907776,-2133.407471,0,0,0,100,
11431,hanen,-593.098816,247.899216,-119.518509,0,0,0,100,
11432,hankyu,-593.098816,367.691528,-258.407440,0,0,0,100,
11433,orangeCube,-593.098816,455.471191,-397.296356,0,0,0,100,
11434,ghost,-593.098816,489.516052,-466.740753,0,0,0,100,
11435,enchu,-593.098816,501.796692,-1855.629639,0,0,0,100,
11436,cube,-593.098816,520.046204,-536.185181,0,0,0,100,
11437,hankyu,-593.098816,583.705017,-1230.629639,0,0,0,100,
11438,enchu,-593.098816,673.354187,-843.033813,0,0,0,100,
11439,bigCube,-593.098816,686.548523,-952.851807,0,0,0,100,
11440,bigCube,-592.149353,45.914822,124.011833,0,0,0,100,
11441,hanen,-592.149353,53.506027,2107.880371,0,0,0,100,
11442,smallCube,-592.149353,214.366226,-84.321571,0,0,0,100,
11443,smallCube,-592.149353,229.895782,-2098.210449,0,0,0,100,
11444,cube,-592.149353,505.017944,-500.988190,0,0,0,100,
11445,ghost,-592.149353,532.830322,-1433.786621,0,0,0,100,
11446,hanen,-592.149353,601.085693,-1195.432739,0,0,0,100,
11447,cube,-592.149353,608.676270,-1572.675415,0,0,0,100,
11448,sphere,-592.149353,619.425781,-1681.543945,0,0,0,100,
11449,bigCube,-592.149353,681.368774,-987.099243,0,0,0,100,
11450,smallCube,-591.606812,61.846172,97.970146,0,0,0,100,
11451,hanen,-591.606812,107.872528,2150.740723,0,0,0,100,
11452,smallCube,-591.606812,126.496628,11.707100,0,0,0,100,
11453,hanen,-591.606812,200.147369,-2124.252197,0,0,0,100,
11454,hanen,-591.606812,256.286591,-127.181816,0,0,0,100,
11455,smallCube,-591.606812,280.197998,-2054.807617,0,0,0,100,
11456,hankyu,-591.606812,361.241821,-249.252151,0,0,0,100,
11457,bigCube,-591.606812,361.437439,-1985.363159,0,0,0,100,
11458,orangeCube,-591.606812,410.228485,-318.696594,0,0,0,100,
11459,bigCube,-591.606812,421.165344,-1932.737549,0,0,0,100,
11460,bigCube,-591.606812,438.416321,-1915.918945,0,0,0,100,
11461,ghost,-591.606812,486.141449,-457.585480,0,0,0,100,
11462,ghost,-591.606812,492.700317,-474.404053,0,0,0,100,
11463,orangeCube,-591.606812,525.687195,-1377.181885,0,0,0,100,
11464,ghost,-591.606812,541.166443,-1460.370605,0,0,0,100,
11465,hankyu,-591.606812,579.111938,-1238.292969,0,0,0,100,
11466,cube,-591.606812,585.760254,-1529.815186,0,0,0,100,
11467,cube,-591.606812,594.567627,-1546.633789,0,0,0,100,
11468,sphere,-591.606812,600.395630,-696.481567,0,0,0,100,
11469,sphere,-591.606812,621.763062,-1616.078125,0,0,0,100,
11470,enban,-591.606812,646.516846,-782.744629,0,0,0,100,
11471,smallCube,-591.606812,652.051636,-1082.585449,0,0,0,100,
11472,enchu,-591.606812,675.260986,-852.188965,0,0,0,100,
11473,hanen,-590.793091,134.454819,2188.989258,0,0,0,100,
11474,smallCube,-590.793091,326.438782,-2015.745117,0,0,0,100,
11475,orangeCube,-590.793091,428.862732,-349.078522,0,0,0,100,
11476,enchu,-590.793091,481.704315,-1876.856323,0,0,0,100,
11477,ghost,-590.793091,529.285767,-1422.122070,0,0,0,100,
11478,sphere,-590.793091,623.423157,-1668.523193,0,0,0,100,
11479,smallCube,-590.793091,666.978516,-1043.522827,0,0,0,100,
11480,bigCube,-590.793091,687.078308,-904.634033,0,0,0,100,
11481,smallCube,-590.793030,100.973640,42.902855,0,0,0,100,
11482,smallCube,-590.793030,159.611511,-26.541607,0,0,0,100,
11483,smallCube,-590.793030,225.556808,-95.986069,0,0,0,100,
11484,hanen,-590.793030,291.289368,-165.430511,0,0,0,100,
11485,orangeCube,-590.793030,443.851685,-373.763855,0,0,0,100,
11486,orangeCube,-590.793030,534.168457,-1345.986206,0,0,0,100,
11487,cube,-590.793030,576.854187,-1516.251709,0,0,0,100,
11488,enban,-590.793030,578.653442,-1762.652710,0,0,0,100,
11489,sphere,-590.793030,592.597168,-682.918213,0,0,0,100,
11490,bigCube,-590.793030,677.969238,-998.763794,0,0,0,100,
11491,enchu,-590.793030,685.563843,-891.251465,0,0,0,100,
11492,hankyu,-587.763916,91.811523,-2230.905518,0,0,0,100,
11493,hanen,-587.763916,159.365540,-2161.461182,0,0,0,100,
11494,smallCube,-587.763916,217.408783,-86.130020,0,0,0,100,
11495,smallCube,-587.763916,236.639221,-2092.016357,0,0,0,100,
11496,smallCube,-587.763916,308.523071,-2030.574463,0,0,0,100,
11497,hankyu,-587.763916,338.156311,-217.016541,0,0,0,100,
11498,enchu,-587.763916,473.325592,-1883.683350,0,0,0,100,
11499,orangeCube,-587.763916,537.146545,-1328.127686,0,0,0,100,
11500,hankyu,-587.763916,563.735229,-1266.685669,0,0,0,100,
11501,cube,-587.763916,564.248535,-1501.422363,0,0,0,100,
11502,cube,-587.763916,569.926392,-1509.424805,0,0,0,100,
11503,hanen,-587.763916,598.806885,-1197.241211,0,0,0,100,
11504,hanen,-587.763916,602.681274,-1189.238770,0,0,0,100,
11505,hanen,-587.763916,635.884705,-1119.794312,0,0,0,100,
11506,enchu,-587.763916,680.364624,-876.422241,0,0,0,100,
11507,bigCube,-587.763916,681.484131,-980.905334,0,0,0,100,
11508,bigCube,-587.763916,685.235107,-919.463379,0,0,0,100,
11509,bigCube,-587.763916,685.600586,-911.460938,0,0,0,100,
11510,hankyu,-587.447388,46.733009,-2286.831787,0,0,0,100,
11511,hanen,-587.447388,69.935318,2122.890625,0,0,0,100,
11512,orangeCube,-587.447388,69.935905,2331.224121,0,0,0,100,
11513,smallCube,-587.447388,77.423447,74.279449,0,0,0,100,
11514,hankyu,-587.447388,102.825745,-2217.387207,0,0,0,100,
11515,smallCube,-587.447388,163.133118,-29.887238,0,0,0,100,
11516,hanen,-587.447388,264.952789,-134.053925,0,0,0,100,
11517,bigCube,-587.447388,373.597137,-1974.331665,0,0,0,100,
11518,orangeCube,-587.447388,426.107635,-342.387268,0,0,0,100,
11519,enchu,-587.447388,488.549469,-1870.165161,0,0,0,100,
11520,ghost,-587.447388,495.926086,-481.276123,0,0,0,100,
11521,cube,-587.447388,524.915405,-550.720581,0,0,0,100,
11522,orangeCube,-587.447388,532.135986,-1349.331787,0,0,0,100,
11523,ghost,-587.447388,554.664185,-1488.220703,0,0,0,100,
11524,sphere,-587.447388,595.813965,-689.609497,0,0,0,100,
11525,sphere,-587.447388,610.662720,-1696.553955,0,0,0,100,
11526,enban,-587.447388,634.678589,-759.053833,0,0,0,100,
11527,enban,-587.447388,650.020874,-793.776123,0,0,0,100,
11528,smallCube,-587.447388,668.615112,-1036.831665,0,0,0,100,
11529,hanen,-587.130981,90.986015,2136.092285,0,0,0,100,
11530,orangeCube,-587.130981,103.489258,2310.020020,0,0,0,100,
11531,hanen,-587.130981,124.427032,-2195.866699,0,0,0,100,
11532,hankyu,-587.130981,157.485138,2213.539062,0,0,0,100,
11533,hankyu,-587.130981,157.485138,2240.575439,0,0,0,100,
11534,smallCube,-587.130981,176.354095,-43.088921,0,0,0,100,
11535,smallCube,-587.130981,184.308105,-51.091309,0,0,0,100,
11536,hanen,-587.130981,188.382233,-2134.424805,0,0,0,100,
11537,hanen,-587.130981,243.227142,-112.533371,0,0,0,100,
11538,hanen,-587.130981,251.353546,-120.535767,0,0,0,100,
11539,hanen,-587.130981,308.033783,-181.977814,0,0,0,100,
11540,hanen,-587.130981,315.483795,-189.980194,0,0,0,100,
11541,orangeCube,-587.130981,453.686432,-390.311218,0,0,0,100,
11542,ghost,-587.130981,490.695831,-467.757996,0,0,0,100,
11543,enchu,-587.130981,506.282806,-1848.644531,0,0,0,100,
11544,cube,-587.130981,517.541687,-529.200073,0,0,0,100,
11545,cube,-587.130981,520.281372,-537.202393,0,0,0,100,
11546,orangeCube,-587.130981,525.679504,-1370.535889,0,0,0,100,
11547,orangeCube,-587.130981,528.063110,-1362.533447,0,0,0,100,
11548,enban,-587.130981,561.042908,-1787.202393,0,0,0,100,
11549,sphere,-587.130981,564.188599,-633.683228,0,0,0,100,
11550,cube,-587.130981,586.161255,-1536.461182,0,0,0,100,
11551,cube,-587.130981,590.351868,-1544.463623,0,0,0,100,
11552,sphere,-587.130981,618.382812,-1613.907959,0,0,0,100,
11553,enban,-587.130981,640.547485,-772.572083,0,0,0,100,
11554,enchu,-587.130981,670.788452,-842.016479,0,0,0,100,
11555,enchu,-587.130981,672.955566,-850.018860,0,0,0,100,
11556,smallCube,-587.130981,673.109802,-1015.311157,0,0,0,100,
11557,hankyu,-584.101807,71.719055,-2255.455078,0,0,0,100,
11558,hanen,-584.101807,148.616409,2195.680664,0,0,0,100,
11559,hankyu,-584.101807,167.768280,2220.365967,0,0,0,100,
11560,hanen,-584.101807,180.484909,-2141.251709,0,0,0,100,
11561,hanen,-584.101807,208.348312,-2116.566406,0,0,0,100,
11562,hanen,-584.101807,259.515228,-127.362663,0,0,0,100,
11563,smallCube,-584.101807,288.612976,-2047.121704,0,0,0,100,
11564,bigCube,-584.101807,420.147095,-1932.918457,0,0,0,100,
11565,ghost,-584.101807,493.755676,-474.584869,0,0,0,100,
11566,enchu,-584.101807,513.779907,-1838.788452,0,0,0,100,
11567,orangeCube,-584.101807,529.653931,-1352.677490,0,0,0,100,
11568,orangeCube,-584.101807,542.185608,-1307.918335,0,0,0,100,
11569,enban,-584.101807,570.737610,-1769.343994,0,0,0,100,
11570,hankyu,-584.101807,576.282593,-1238.473877,0,0,0,100,
11571,cube,-584.101807,580.502197,-1529.634277,0,0,0,100,
11572,hanen,-584.101807,623.493225,-1144.343994,0,0,0,100,
11573,enban,-584.101807,647.440369,-790.430542,0,0,0,100,
11574,smallCube,-584.101807,652.863281,-1074.899658,0,0,0,100,
11575,bigCube,-584.101807,683.636047,-960.695984,0,0,0,100,
11576,smallCube,-583.287964,95.929596,50.588764,0,0,0,100,
11577,hanen,-583.287964,132.993240,2164.484863,0,0,0,100,
11578,hanen,-583.287964,140.901871,2181.303223,0,0,0,100,
11579,hanen,-583.287964,148.699310,-2171.633545,0,0,0,100,
11580,smallCube,-583.287964,325.506226,-2015.926025,0,0,0,100,
11581,bigCube,-583.287964,385.862335,-1963.300171,0,0,0,100,
11582,bigCube,-583.287964,405.265381,-1946.481689,0,0,0,100,
11583,enchu,-583.287964,460.848877,-1893.855835,0,0,0,100,
11584,ghost,-583.287964,531.094666,-1446.626465,0,0,0,100,
11585,enchu,-583.287964,544.110046,-1807.592773,0,0,0,100,
11586,sphere,-583.287964,580.489197,-665.918884,0,0,0,100,
11587,sphere,-583.287964,590.642517,-682.737427,0,0,0,100,
11588,sphere,-583.287964,612.052979,-1685.522583,0,0,0,100,
11589,enban,-583.287964,629.175171,-752.181763,0,0,0,100,
11590,hanen,-583.287964,630.032471,-1129.966919,0,0,0,100,
11591,hanen,-583.287964,637.635986,-1113.148315,0,0,0,100,
11592,bigCube,-583.287964,677.429565,-991.077881,0,0,0,100,
11593,hanen,-582.745483,122.404648,-2197.675293,0,0,0,100,
11594,hankyu,-582.745483,159.899017,2246.769531,0,0,0,100,
11595,hankyu,-582.745483,368.487549,-253.230728,0,0,0,100,
11596,cube,-582.745483,532.843262,-570.432739,0,0,0,100,
11597,ghost,-582.745483,543.608887,-1473.210693,0,0,0,100,
11598,sphere,-582.745483,566.663391,-639.877197,0,0,0,100,
11599,cube,-582.745483,586.387695,-1542.655151,0,0,0,100,
11600,sphere,-582.745483,615.111572,-1612.099487,0,0,0,100,
11601,smallCube,-582.745483,648.062317,-1086.564209,0,0,0,100,
11602,enchu,-582.745483,670.782837,-848.210449,0,0,0,100,
